	Genes	GO_term	GO_id	TAIR_id	GO_slim
8893	AT2G44195	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8894	AT2G44200	RNA binding	0003723	1217.0	RNA binding
8895	AT2G44210	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8896	AT2G44220	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8897	AT2G44230	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8898	AT2G44240	Rab GDP-dissociation inhibitor activity	0005093	1194.0	enzyme regulator activity | enzyme regulator activity
8899	AT2G44260	mRNA binding	0003729	3091.0	RNA binding
8900	AT2G44270	protein binding	0005515	3877.0	protein binding
8901	AT2G44280	protein-lysine N-methyltransferase activity	0016279	3929.0	transferase activity | catalytic activity
8902	AT2G44290	FAD binding	0071949	35892.0	nucleotide binding | other binding
8903	AT2G44300	glycylpeptide N-tetradecanoyltransferase activity	0004379	2609.0	transferase activity
8904	AT2G44310	microtubule binding	0008017	3214.0	protein binding
8905	AT2G44350	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8906	AT2G44360	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8907	AT2G44370	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8908	AT2G44380	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8909	AT2G44390	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8910	AT2G44400	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8911	AT2G44410	tRNA binding	0000049	4347.0	RNA binding
8912	AT2G44420	symporter activity	0015293	4325.0	transporter activity
8913	AT2G44430	lipid binding	0008289	3020.0	lipid binding
8914	AT2G44440	lipid binding	0008289	3020.0	lipid binding
8915	AT2G44450	calcium ion binding	0005509	1755.0	other binding
8916	AT2G44460	ubiquitin protein ligase activity	0061630	45660.0	catalytic activity | transferase activity
8917	AT2G44470	protein binding	0005515	3877.0	protein binding
8918	AT2G44480	citrate (Si)-synthase activity	0004108	1942.0	transferase activity
8919	AT2G44490	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8920	AT2G44500	ubiquitin-like protein conjugating enzyme binding	0044390	39538.0	protein binding
8921	AT2G44510	protein-N-terminal asparagine amidohydrolase activity	0008418	3876.0	hydrolase activity
8922	AT2G44520	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8923	AT2G44525	scopolin beta-glucosidase activity	0102483	51861.0	hydrolase activity
8924	AT2G44530	hydrolase activity, hydrolyzing O-glycosyl compounds	0004553	2781.0	hydrolase activity
8925	AT2G44570	scopolin beta-glucosidase activity	0102483	51861.0	hydrolase activity
8926	AT2G44578	hydrolase activity, hydrolyzing O-glycosyl compounds	0004553	2781.0	hydrolase activity
8927	AT2G44580	beta-glucosidase activity	0008422	1673.0	hydrolase activity
8928	AT2G44590	transferase activity, transferring glycosyl groups	0016757	14916.0	transferase activity
8929	AT2G44600	tubulin binding	0015631	4533.0	protein binding
8930	AT2G44610	farnesyltranstransferase activity	0004311	2326.0	transferase activity
8931	AT2G44620	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8932	AT2G44630	magnesium ion binding	0000287	3101.0	other binding
8933	AT2G44640	cellulase activity	0008810	1880.0	hydrolase activity
8934	AT2G44650	cellulase activity	0008810	1880.0	hydrolase activity
8935	AT2G44660	cellulase activity	0008810	1880.0	hydrolase activity
8936	AT2G44670	cellulase activity	0008810	1880.0	hydrolase activity
8937	AT2G44680	DNA clamp loader activity	0003689	962.0	hydrolase activity | DNA binding
8938	AT2G44690	GTPase activity	0003924	1041.0	hydrolase activity
8939	AT2G44700	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8940	AT2G44710	GTPase activity	0003924	1041.0	hydrolase activity
8941	AT2G44730	acyl carrier activity	0000036	1369.0	other binding
8942	AT2G44735	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8943	AT2G44740	chaperone binding	0051087	18977.0	protein binding
8944	AT2G44745	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	0042283	11535.0	transferase activity
8945	AT2G44750	kinase binding	0019900	9732.0	protein binding
8946	AT2G44760	protein serine/threonine kinase activity	0004674	3907.0	catalytic activity | transferase activity | kinase activity
8947	AT2G44770	protein binding	0005515	3877.0	protein binding
8948	AT2G44790	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8949	AT2G44800	RNA binding	0003723	1217.0	RNA binding
8950	AT2G44810	transcription regulatory region sequence-specific DNA binding	0000976	35767.0	nucleic acid binding | DNA binding
8951	AT2G44820	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8952	AT2G44830	protein binding	0005515	3877.0	protein binding
8953	AT2G44840	protein binding	0005515	3877.0	protein binding
8954	AT2G44850	thiamine diphosphokinase activity	0004788	4392.0	transferase activity
8955	AT2G44860	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8956	AT2G44870	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8957	AT2G44880	electron transfer activity	0009055	2223.0	catalytic activity
8958	AT2G44890	phospholipase activity	0004620	3702.0	hydrolase activity
8959	AT2G44900	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8960	AT2G44910	ATP binding	0005524	894.0	nucleotide binding | other binding
8961	AT2G44920	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8962	AT2G44930	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8963	AT2G44940	structural constituent of ribosome	0003735	4271.0	structural molecule activity
8964	AT2G44950	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8965	AT2G44970	RNA binding	0003723	1217.0	RNA binding
8966	AT2G44980	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	0016705	3495.0	catalytic activity
8967	AT2G44990	protein binding	0005515	3877.0	protein binding
8968	AT2G44993	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8969	AT2G45000	protein binding	0005515	3877.0	protein binding
8970	AT2G45010	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8971	AT2G45030	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8972	AT2G45040	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8973	AT2G45050	identical protein binding	0042802	15210.0	protein binding
8974	AT2G45060	9-cis-epoxycarotenoid dioxygenase activity	0045549	12256.0	catalytic activity
8975	AT2G45070	protein binding	0005515	3877.0	protein binding
8976	AT2G45080	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8977	AT2G45100	translation elongation factor activity	0003746	4483.0	translation factor activity, RNA binding
8978	AT2G45120	zinc ion binding	0008270	4661.0	other binding
8979	AT2G45130	sequence-specific DNA binding	0043565	22416.0	DNA binding
8980	AT2G45135	protein binding	0005515	3877.0	protein binding | protein binding
8981	AT2G45140	protein kinase binding	0019901	9733.0	protein binding
8982	AT2G45150	RNA polymerase III general transcription initiation factor activity	0000995	35786.0	transcription regulator activity
8983	AT2G45160	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8984	AT2G45170	protein binding	0005515	3877.0	protein binding
8985	AT2G45180	phosphatidate cytidylyltransferase activity	0004605	3654.0	transferase activity
8986	AT2G45190	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
8987	AT2G45200	protein binding	0005515	3877.0	protein binding
8988	AT2G45210	protein binding	0005515	3877.0	protein binding
8989	AT2G45220	SNAP receptor activity	0005484	1256.0	other molecular functions
8990	AT2G45240	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8991	AT2G45243	pectinesterase inhibitor activity	0046910	14197.0	enzyme regulator activity
8992	AT2G45250	metalloexopeptidase activity	0008235	3177.0	catalytic activity | hydrolase activity
8993	AT2G45260	molecular_function_unknown	0003674	3226.0	unknown molecular functions
8994	AT2G45270	protein binding	0005515	3877.0	protein binding
8995	AT2G45280	N(6)-L-threonylcarbamoyladenine synthase activity	0061711	50086.0	transferase activity
8996	AT2G45290	ATP binding	0005524	894.0	nucleotide binding | other binding
8997	AT2G45300	transketolase activity	0004802	4480.0	transferase activity
8998	AT2G45310	3-phosphoshikimate 1-carboxyvinyltransferase activity	0003866	833.0	transferase activity
8999	AT2G45320	UDP-glucuronate 4-epimerase activity	0050378	16424.0	catalytic activity
9000	AT2G45330	molecular_function_unknown	0003674	3226.0	unknown molecular functions
9001	AT2G45340	tRNA 2'-phosphotransferase activity	0000215	4345.0	transferase activity | catalytic activity
9002	AT2G45350	protein binding	0005515	3877.0	protein binding
9003	AT2G45360	protein binding	0005515	3877.0	protein binding
9004	AT2G45380	molecular_function_unknown	0003674	3226.0	unknown molecular functions
9005	AT2G45400	molecular_function_unknown	0003674	3226.0	unknown molecular functions
9006	AT2G45420	catalytic activity	0003824	2265.0	catalytic activity
9007	AT2G45440	molecular_function_unknown	0003674	3226.0	unknown molecular functions
9008	AT2G45450	molecular_function_unknown	0003674	3226.0	unknown molecular functions
9009	AT2G45460	protein binding	0005515	3877.0	protein binding
9010	AT2G45470	minor groove of adenine-thymine-rich DNA binding	0003680	892.0	DNA binding
9011	AT2G45480	4-hydroxy-tetrahydrodipicolinate synthase activity	0008840	2143.0	catalytic activity
9012	AT2G45490	protein binding	0005515	3877.0	protein binding
9013	AT2G45500	ATP binding	0005524	894.0	nucleotide binding | other binding
9014	AT2G45510	histone kinase activity (H3-S10 specific)	0035175	18652.0	catalytic activity | kinase activity | transferase activity
9015	AT2G45520	microtubule-severing ATPase activity	0008568	3217.0	catalytic activity | hydrolase activity
9016	AT2G45530	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	0016705	3495.0	catalytic activity
9017	AT2G45540	molecular_function_unknown	0003674	3226.0	unknown molecular functions
9018	AT2G45560	zinc ion binding	0008270	4661.0	other binding
9019	AT2G45570	iron ion binding	0005506	2918.0	other binding
9020	AT2G45580	iron ion binding	0005506	2918.0	other binding
9021	AT2G45590	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	0016705	3495.0	catalytic activity
9022	AT2G45600	heme binding	0020037	9668.0	other binding
9023	AT2G45610	methyl indole-3-acetate esterase activity	0080030	31248.0	hydrolase activity
9024	AT2G45620	methyl indole-3-acetate esterase activity	0080030	31248.0	hydrolase activity
9025	AT2G45630	RNA uridylyltransferase activity	0050265	16883.0	catalytic activity | transferase activity
9026	AT2G45640	NAD binding	0051287	19857.0	nucleotide binding
9027	AT2G45650	protein binding	0005515	3877.0	protein binding
9028	AT2G45660	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
9029	AT2G45670	protein binding	0005515	3877.0	protein binding
9030	AT2G45680	plasmalogen synthase activity	0050200	16804.0	transferase activity
9031	AT2G45690	transcription regulatory region sequence-specific DNA binding	0000976	35767.0	DNA binding | nucleic acid binding
9032	AT2G45695	molecular_function_unknown	0003674	3226.0	unknown molecular functions
9033	AT2G45700	protein tag	0031386	20954.0	other molecular functions
9034	AT2G45710	5'-3' exodeoxyribonuclease activity	0035312	19744.0	nuclease activity | catalytic activity
9035	AT2G45720	mRNA binding	0003729	3091.0	RNA binding
9036	AT2G45730	tRNA (adenine-N1-)-methyltransferase activity	0016429	4332.0	catalytic activity | transferase activity
9037	AT2G45740	protein binding	0005515	3877.0	protein binding
9038	AT2G45750	molecular_function_unknown	0003674	3226.0	unknown molecular functions
9039	AT2G45760	GTPase activity	0003924	1041.0	hydrolase activity
9040	AT2G45770	phosphomannomutase activity	0004615	3714.0	catalytic activity
9041	AT2G45790	actin filament binding	0051015	18617.0	other binding | protein binding
9042	AT2G45800	RNA helicase activity	0003724	1221.0	hydrolase activity | catalytic activity
9043	AT2G45810	protein binding	0005515	3877.0	protein binding
9044	AT2G45820	minor groove of adenine-thymine-rich DNA binding	0003680	892.0	DNA binding
9045	AT2G45830	molecular_function_unknown	0003674	3226.0	unknown molecular functions
9046	AT2G45840	molecular_function_unknown	0003674	3226.0	unknown molecular functions
9047	AT2G45850	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
9048	AT2G45860	protein binding	0005515	3877.0	protein binding
9049	AT2G45870	ubiquitin-protein transferase activity	0004842	4573.0	transferase activity | catalytic activity
9050	AT2G45880	ubiquitin-protein transferase activity	0004842	4573.0	catalytic activity | transferase activity
9051	AT2G45890	molecular_function_unknown	0003674	3226.0	unknown molecular functions
9052	AT2G45900	molecular_function_unknown	0003674	3226.0	unknown molecular functions
9053	AT2G45910	cullin family protein binding	0097602	46528.0	protein binding
9054	AT2G45920	channel activity	0015267	1894.0	transporter activity
9055	AT2G45930	aromatase activity	0070330	31422.0	catalytic activity
9056	AT2G45940	protein binding	0005515	3877.0	protein binding
9057	AT2G45950	SNARE binding	0000149	1257.0	protein binding
9058	AT2G45960	molecular_function_unknown	0003674	3226.0	unknown molecular functions
9059	AT2G45970	protein binding	0005515	3877.0	protein binding
9060	AT2G45980	ubiquitin-protein transferase activity	0004842	4573.0	catalytic activity | transferase activity
9061	AT2G45990	RNA binding	0003723	1217.0	RNA binding
9062	AT2G46000	molecular_function_unknown	0003674	3226.0	unknown molecular functions
9063	AT2G46020	kinase activity	0016301	2953.0	kinase activity
9064	AT2G46030	NAD+ kinase activity	0003951	1140.0	kinase activity | transferase activity
9065	AT2G46040	molecular_function_unknown	0003674	3226.0	unknown molecular functions
9066	AT2G46050	magnesium ion binding	0000287	3101.0	other binding
